Player,Nation,Pos,Age,MP,Starts,Min,Gls,Ast,PK,CrdY,CrdR,xG,xAG,Team
Marc Roca,,M S,,23,,1679,0,2,0,1,0,0.7914713262580335,1.9202126394957304,Real Betis
Natan,,D,,26,,2267,0,0,0,7,0,0.3566119400784373,0.1875674026086926,Real Betis
Nelson Deossa,,M S,,16,,597,0,0,0,3,0,0.4419036190956831,0.5050768200308084,Real Betis
Pablo Fornals,,M S,,30,,2374,7,4,0,2,0,4.394779876805842,6.552981210872531,Real Betis
Pablo García,,M S,,15,,346,0,0,0,1,0,1.411434426903725,0.0550342518836259,Real Betis
Pau López,,GK,,9,,810,0,0,0,1,0,0.0,0.0,Real Betis
Ricardo Rodríguez,,D S,,18,,1210,0,1,0,0,0,0.1240109074860811,0.4445841759443283,Real Betis
Rodrigo Riquelme,,M S,,19,,641,0,1,0,1,0,2.085785521194339,1.466417740099132,Real Betis
Sergi Altimira,,M S,,21,,1026,1,1,0,2,0,0.4606004618108272,0.5250933840870857,Real Betis
Sofyan Amrabat,,M S,,10,,773,0,0,0,3,0,0.1289149783551693,0.2102371528744697,Real Betis
Valentín Gómez,,D S,,22,,1396,1,0,0,5,0,0.9382054191082716,0.873173339292407,Real Betis
Álvaro Fidalgo,,M,,6,,464,1,0,0,0,0,0.5112983882427216,0.1452571079134941,Real Betis
Álvaro Vallés,,GK,,21,,1890,0,0,0,1,0,0.0,0.0,Real Betis
Ángel Ortiz,,D S,,13,,584,0,0,0,1,0,0.0273902136832475,0.8803559150546789,Real Betis
Andriy Lunin,,GK,,2,,180,0,0,0,0,0,0.0,0.0,Real Madrid
Antonio Rüdiger,,D S,,13,,1097,1,0,0,0,0,1.3844878720119596,0.3116191700100899,Real Madrid
Arda Güler,,F M S,,30,,1974,4,8,0,1,0,4.7566983085125685,8.704372463747859,Real Madrid
Aurelien Tchouameni,,M S,,27,,2265,1,0,0,7,0,2.596643511205912,2.21974641084671,Real Madrid
Brahim Diaz,,F M S,,22,,740,0,4,0,1,0,0.8296769224107265,2.080521035939455,Real Madrid
César Palacios,,S,,2,,43,0,0,0,0,0,0.0884153470396995,0.0289352163672447,Real Madrid
Dani Ceballos,,M S,,15,,438,0,0,0,1,0,0.0812624134123325,0.589991744607687,Real Madrid
Daniel Carvajal,,D S,,12,,651,0,0,0,0,0,0.2461261572316289,1.2657837346196177,Real Madrid
Daniel Yáñez,,S,,1,,27,0,1,0,0,0,0.0,0.3712937831878662,Real Madrid
David Alaba,,D S,,8,,244,0,0,0,1,0,0.1817060969769954,0.0,Real Madrid
David Jiménez,,D S,,2,,78,0,0,0,0,0,0.090881623327732,0.0,Real Madrid
Dean Huijsen,,D S,,22,,1656,2,2,0,6,1,2.2335619535297155,1.1454473715275526,Real Madrid
Diego Aguado,,S,,1,,24,0,0,0,0,0,0.0,0.0,Real Madrid
Eder Militão,,D S,,14,,1036,2,1,0,2,0,1.6544556869193912,1.0907561480998993,Real Madrid
Eduardo Camavinga,,D M S,,22,,1210,1,0,0,1,0,1.0450459476560354,1.5264321509748695,Real Madrid
Endrick,,S,,1,,5,0,0,0,0,0,0.0,0.0,Real Madrid
Federico Valverde,,D F M S,,28,,2315,4,7,0,2,1,1.85920100659132,4.4698388539254665,Real Madrid
Ferland Mendy,,D S,,2,,91,0,0,0,0,0,0.0,0.0,Real Madrid
Fran García,,D M S,,9,,593,1,1,0,0,1,0.8834025710821152,0.1513241566717624,Real Madrid
Franco Mastantuono,,D F M S,,17,,784,1,0,0,5,1,2.1521575413644314,2.442584613338113,Real Madrid
Gonzalo García,,F S,,23,,641,4,0,0,1,0,4.135629843920469,0.9051337353885174,Real Madrid
Jorge Cestero,,S,,2,,8,0,0,0,0,0,0.0,0.0,Real Madrid
Jude Bellingham,,M S,,20,,1343,4,3,0,1,0,6.213099502027035,2.574399307370186,Real Madrid
Kylian Mbappe-Lottin,,F S,,25,,2156,23,4,8,3,0,22.48912777379155,6.597740065306425,Real Madrid
Manuel Ángel,,M S,,3,,83,0,0,0,0,0,0.0614622384309768,0.0,Real Madrid
Raúl,,D S,,19,,1332,2,0,0,3,0,1.406356928870082,0.2085437588393688,Real Madrid
Rodrygo,,F M S,,19,,633,1,3,0,2,0,2.848481699824333,2.88282679207623,Real Madrid
Thiago Pitarch,,M S,,5,,302,0,0,0,1,0,0.1911620050668716,0.2106472104787826,Real Madrid
Thibaut Courtois,,GK,,28,,2520,0,0,0,1,0,0.0,0.0,Real Madrid
Trent Alexander-Arnold,,D M S,,15,,760,0,4,0,1,0,0.2227365858852863,1.6386167593300345,Real Madrid
Valde,,D,,1,,81,0,0,0,0,0,0.0,0.018097510561347,Real Madrid
Vinícius Júnior,,F M S,,29,,2250,11,5,4,6,0,12.292087193578482,5.269209910184145,Real Madrid
Álvaro Fernández,,D S,,25,,2064,2,2,0,5,1,0.4011697340756655,1.5059544071555138,Real Madrid
Aarón,,GK,,30,,2700,0,0,0,2,0,0.0,0.0463917031884193,Real Oviedo
Alberto Reina,,F M S,,29,,1843,3,1,0,4,1,2.6572005059570074,2.188484403304756,Real Oviedo
Borja Sánchez,,S,,1,,9,0,0,0,0,0,0.0,0.0,Real Oviedo
Dani Calvo,,D S,,14,,1058,0,0,0,2,0,0.1119935289025306,0.4596666097640991,Real Oviedo
David Carmo,,D S,,21,,1718,1,0,0,6,1,0.9620246645063162,0.5050461739301682,Real Oviedo
David Costas,,D S,,19,,1621,1,0,0,2,0,0.8625734746456146,0.1541126631200313,Real Oviedo
Eric Bailly,,D,,10,,866,1,0,0,3,0,0.1909588724374771,0.0223890487104654,Real Oviedo
Federico Viñas,,F M S,,26,,1876,7,1,2,3,3,7.796225469559431,2.2246512845158577,Real Oviedo
Haissem Hassan,,F M S,,29,,1607,0,3,0,1,0,1.8692189007997515,1.6195851303637028,Real Oviedo
Ilyas Chaira,,F M S,,28,,1883,4,1,0,2,1,5.4906568471342325,1.598657631315291,Real Oviedo
Javier López,,D S,,18,,1285,0,1,0,3,0,0.1525319386273622,0.8757125055417418,Real Oviedo
Josip Brekalo,,F M S,,14,,482,0,0,0,1,0,0.3088910253718495,1.6458159163594246,Real Oviedo
Kwasi Sibo,,M S,,21,,1388,0,0,0,3,0,0.2818251037970185,0.0500031504780054,Real Oviedo
Leander Dendoncker,,M S,,19,,1338,1,0,0,2,0,0.538357574492693,0.4306179387494921,Real Oviedo
Lucas Ahijado,,D S,,15,,973,0,1,0,2,0,1.077176619321108,1.3409880846738815,Real Oviedo
Luka Ilic,,F M S,,18,,707,1,0,0,2,1,1.7625892590731382,0.419754147529602,Real Oviedo
Marco Esteban,,S,,1,,40,0,0,0,0,0,0.0,0.0,Real Oviedo
Nacho Vidal,,D S,,21,,1686,0,0,0,4,0,1.440466608852148,0.236898798495531,Real Oviedo
Nicolás Fonseca,,M S,,13,,597,0,0,0,4,0,0.1072266055271029,0.0806901380419731,Real Oviedo
Oier Luengo,,D,,3,,228,0,1,0,0,0,0.070125862956047,0.098943255841732,Real Oviedo
Omar Falah,,S,,1,,9,0,0,0,0,0,0.0,0.0,Real Oviedo
Ovie Ejaria,,M S,,7,,181,0,0,0,1,0,0.2249453254044056,0.0751299932599067,Real Oviedo
Pablo Agudín,,S,,5,,47,0,0,0,0,0,0.0426228204742074,0.0,Real Oviedo
Rahim Alhassane,,D S,,21,,1423,0,0,0,1,0,0.0499004358425736,1.3877692874521017,Real Oviedo
Salomón Rondón,,F S,,16,,1054,2,0,0,2,0,3.783308571204543,0.1934819892048835,Real Oviedo
Santiago Cazorla,,M S,,21,,579,0,1,0,1,1,0.3128305342979729,1.5638871807605028,Real Oviedo
Santiago Colombatto,,M S,,25,,1660,0,1,0,6,0,0.5880112154409289,1.957531439140439,Real Oviedo
Thiago Borbas,,S,,6,,65,0,0,0,1,0,0.5530440509319305,0.0,Real Oviedo
Thiago Fernández,,M S,,9,,406,0,3,0,2,0,0.5550696179270744,2.0465063117444515,Real Oviedo
Álex Forés,,F S,,15,,269,0,1,0,0,0,0.7922417521476746,0.0199069753289222,Real Oviedo
Aihen Muñoz,,D S,,16,,663,0,0,0,1,0,0.4396745823323726,0.3257849067449569,Real Sociedad
Ander Barrenetxea,,F M S,,24,,1446,3,3,0,3,0,2.3351306868717074,5.869165064767003,Real Sociedad
Aritz Elustondo,,D S,,11,,405,0,0,0,0,0,0.4674798175692558,0.0,Real Sociedad
Arkaitz Mariezkurrena,,S,,1,,1,0,0,0,0,0,0.0,0.0,Real Sociedad
Arsen Zakharyan,,M S,,16,,362,0,0,0,1,0,1.1044645830988884,0.9222379773855208,Real Sociedad
Beñat Turrientes,,M S,,20,,938,0,3,0,5,0,0.7130487076938152,0.9958379790186882,Real Sociedad
Brais Méndez,,F M S,,26,,1527,6,2,1,4,1,4.914968415163457,2.945758767426014,Real Sociedad
Carlos Soler,,M S,,25,,1722,4,3,0,2,1,2.52404819522053,3.832326930947602,Real Sociedad
Daniel Díaz,,S,,1,,13,0,0,0,0,0,0.0,0.0,Real Sociedad
Duje Caleta-Car,,D S,,21,,1600,1,0,0,4,1,1.6121487095952034,0.1966800149530172,Real Sociedad
Gonçalo Guedes,,F M S,,30,,1787,8,4,0,2,0,4.025716664269567,2.665413634851575,Real Sociedad
Gorka Carrera,,S,,1,,8,0,0,0,0,0,0.0,0.0,Real Sociedad
Ibai Aguirre,,S,,1,,4,0,0,0,0,0,0.0,0.0,Real Sociedad
Igor Zubeldia,,D S,,22,,1899,0,1,0,8,0,0.3188817761838436,0.6090575475245714,Real Sociedad
Job Ochieng,,S,,1,,21,0,0,0,0,0,0.0,0.1534191071987152,Real Sociedad
Jon Aramburu,,D S,,28,,2314,1,0,0,9,0,1.8792706206440928,0.3914050441235304,Real Sociedad
Jon Gorrotxategi,,M S,,25,,1927,1,3,0,7,0,0.7921612514182925,0.870845009572804,Real Sociedad
Jon Karrikaburu,,S,,6,,106,0,0,0,0,0,0.6936077550053596,0.0238551869988441,Real Sociedad
Jon Martín,,D,,19,,1710,1,0,0,5,0,2.377925685606897,0.1884760037064552,Real Sociedad
Lander Astiazarán,,S,,1,,1,0,0,0,0,0,0.0211206022650003,0.0,Real Sociedad
Luka Sucic,,F M S,,15,,636,2,1,0,1,0,1.2224813122302294,0.2508108150213957,Real Sociedad
Mikel Goti,,M S,,4,,64,0,0,0,0,0,0.7785072475671768,0.0,Real Sociedad
Mikel Oyarzabal,,F S,,27,,2300,12,3,5,2,0,13.854746099561453,5.392946569249034,Real Sociedad
Orri Óskarsson,,F S,,13,,289,4,0,0,2,0,3.0511378906667237,0.3993293642997741,Real Sociedad
Pablo Marín,,M S,,26,,1125,0,1,0,1,0,1.223766099661589,1.0750064589083197,Real Sociedad
Remiro,,GK,,30,,2700,0,0,0,0,0,0.0,0.112358346581459,Real Sociedad
Sergio Gómez,,D M S,,28,,2163,0,2,0,2,0,0.7257826225832105,5.112605909816921,Real Sociedad
Takefusa Kubo,,F M S,,18,,1203,2,3,0,0,0,2.50237294472754,3.2718304209411144,Real Sociedad
Wesley,,M S,,3,,62,0,0,0,0,0,0.0,0.0,Real Sociedad
Álvaro Odriozola,,D S,,5,,196,1,0,0,0,0,0.5725881457328796,1.1418001726269722,Real Sociedad
Umar Sadiq,,F S,,17,,652,1,2,0,3,0,2.0639033503830437,1.6076621916145086,"Real Sociedad,Valencia"
Adnan Januzaj,,F M S,,12,,283,0,0,0,1,0,0.2582807317376137,0.6689504720270634,Sevilla
Akor Adams,,F S,,25,,1651,7,3,2,1,0,8.943758829496801,0.8678716141730547,Sevilla
Alexis Sánchez,,F M S,,21,,1062,3,1,1,1,0,2.633772913366556,1.4784129671752453,Sevilla
Andrés Castrín,,D S,,12,,710,0,0,0,3,0,0.3920416310429573,0.0332721732556819,Sevilla
Batista Mendy,,M S,,24,,1608,1,0,0,6,0,0.8640541210770607,0.4901229040697217,Sevilla
Chidera Ejuke,,F M S,,22,,639,1,1,0,0,0,1.3553247852250934,0.8655051756650209,Sevilla
César Azpilicueta,,D,,15,,1053,0,1,0,4,0,0.0123422164469957,0.5297197308391333,Sevilla
Djibril Sow,,M S,,26,,1832,5,1,0,3,0,1.4747036397457125,1.3527734205126762,Sevilla
Dodi Lukebakio,,M,,2,,180,1,0,0,0,0,0.0546624809503555,0.8578585088253021,Sevilla
Federico Gattoni,,S,,1,,5,0,0,0,0,0,0.0,0.0,Sevilla
Fábio Cardoso,,D,,4,,309,0,0,0,0,0,0.0,0.0,Sevilla
Gabriel Suazo,,D S,,22,,1588,0,2,0,6,0,0.2580093722790479,2.2717115599662066,Sevilla
Isaac Romero,,F S,,22,,1088,4,0,0,5,1,5.025856643915176,0.9144617542624474,Sevilla
Joan Jordán,,S,,3,,15,0,0,0,1,0,0.0,0.0,Sevilla
José Ángel Carmona,,D M S,,28,,2044,1,3,0,10,0,0.7871437855064869,1.531856414861977,Sevilla
Juanlu Sanchez,,D M S,,25,,1769,0,3,0,2,1,0.643406193703413,1.7165054753422735,Sevilla
Kike Salas,,D S,,18,,1479,1,0,0,1,0,0.5822444036602974,0.2502306345850229,Sevilla
Lucien Agoume,,F M S,,26,,2093,1,2,0,9,0,0.7561919670552015,2.402127394452691,Sevilla
Manu Bueno,,S,,6,,109,0,0,0,1,0,0.0956592112779617,0.200551226735115,Sevilla
Marcão,,D S,,13,,935,1,0,0,3,1,0.9158304017037152,0.0,Sevilla
Miguel Sierra,,S,,4,,50,0,0,0,0,0,0.1966240983456373,0.0,Sevilla
Neal Maupay,,F S,,6,,463,1,0,0,1,0,0.6476594656705856,0.1000702604651451,Sevilla
Nemanja Gudelj,,D M S,,26,,1946,1,0,0,7,0,0.822483949828893,0.2368144504725933,Sevilla
Nianzou Kouassi,,D S,,12,,670,0,0,0,5,1,0.5957351680845022,0.1417838707566261,Sevilla
Odisseas Vlachodimos,,GK,,26,,2340,0,0,0,1,0,0.0,0.0,Sevilla
Oso,,D M S,,13,,858,1,3,0,0,0,1.011479901149869,1.92552699893713,Sevilla
Peque,,F M S,,21,,856,2,1,0,6,0,0.7329471576958895,0.6110825892537832,Sevilla
Ramón Martínez,,S,,2,,99,0,0,0,0,0,0.0,0.0,Sevilla
Ruben Vargas,,F M S,,16,,1113,3,4,1,1,0,2.474936220794916,2.217301405966282,Sevilla
Stanis Idumbo Muzambo,,M,,1,,48,0,0,0,0,0,0.0494507662951946,0.2678038775920868,Sevilla
Ørjan Nyland,,GK,,4,,360,0,0,0,1,0,0.0,0.0,Sevilla
Alfon,,D M S,,15,,358,1,0,0,0,0,0.9859504122287036,0.365869490429759,"Sevilla,Villarreal"
André Almeida,,F M S,,19,,1002,0,1,0,0,0,0.874655444175005,2.119982209056616,Valencia
Arnaut Danjuma Groeneveld,,F M S,,27,,1558,3,2,0,0,0,5.174550708383322,3.26465561427176,Valencia
Baptiste Santamaria,,M S,,19,,731,1,1,0,2,0,0.516353402286768,0.7424618415534496,Valencia
Copete,,D S,,21,,1767,0,0,0,5,0,1.944704715162516,0.1642674310132861,Valencia
César Tárrega,,D S,,24,,1868,0,0,0,5,0,0.2831924427300691,0.09015997312963,Valencia
Diego López,,F M S,,26,,1340,3,0,0,2,0,2.7840157272294164,1.352105898782611,Valencia
Dimitri Foulquier,,D S,,15,,1149,0,0,0,1,0,0.4250113200396299,0.2367486469447612,Valencia
Eray Cömert,,D S,,13,,1011,2,0,0,2,0,1.4266780987381935,0.1852229386568069,Valencia
Filip Ugrinic,,F M S,,19,,1070,0,3,0,3,0,0.4034112300723791,2.1926640989258885,Valencia
Guido Rodríguez,,M S,,8,,590,2,0,0,1,0,0.4023678954690695,0.1196496002376079,Valencia
Hugo Duro,,F S,,29,,1605,9,0,1,4,1,7.09738864004612,1.60314504429698,Valencia
Javier Guerra,,M S,,29,,1570,1,3,0,3,0,1.7627443503588438,2.0444932617247105,Valencia
Jesús Vázquez,,D S,,17,,704,0,0,0,2,0,0.2740920297801494,0.3937843590974808,Valencia
José Gayá,,D S,,26,,2006,1,1,0,6,1,0.6955872941762209,1.6286064311861992,Valencia
Julen Agirrezabala,,GK,,18,,1620,0,0,0,1,0,0.0,0.0134038729593157,Valencia
Largie Ramazani,,F M S,,19,,770,5,1,3,4,0,4.668855838477612,1.5589784448966384,Valencia
Lucas Beltrán,,F S,,24,,1167,1,2,0,1,0,3.7153299804776903,1.8854527920484545,Valencia
Luis Rioja,,D F M S,,29,,2088,2,5,0,1,0,1.9251639023423197,2.9173016138374805,Valencia
Mouctar Diakhaby,,D S,,8,,539,1,0,0,3,0,0.632166750729084,0.0550495460629463,Valencia
Pepelu,,M S,,23,,1731,2,0,1,3,0,3.219678146764636,1.2045606933534143,Valencia
Raba,,F S,,12,,240,0,1,0,0,0,0.1994561273604631,0.3187341094017029,Valencia
Rubén Iranzo,,S,,1,,1,0,0,0,0,0,0.0,0.0,Valencia
Stole Dimitrievski,,GK,,12,,1080,0,0,0,0,0,0.0,0.0,Valencia
Thierry Correia,,D S,,20,,1269,0,1,0,5,0,0.2800837680697441,1.2355594653636215,Valencia
Unai Núñez,,D,,8,,669,0,0,0,2,0,0.1856177328154444,0.0661682859063148,Valencia
Adrià Alti,,S,,1,,7,0,0,0,0,0,0.0,0.0,Villarreal
Alberto Moleiro,,F M S,,29,,2016,9,4,0,3,0,5.2085331454873085,4.693152310326695,Villarreal
Alexander Freeman,,S,,5,,50,0,0,0,0,0,0.0165326949208974,0.0153919970616698,Villarreal
Alfonso,,D M S,,23,,1381,1,2,0,7,0,1.1962180444970727,3.964443452656269,Villarreal
Arnau Tenas,,GK,,3,,270,0,0,0,0,0,0.0,0.0,Villarreal
Ayoze Pérez,,F S,,18,,836,2,3,0,3,0,3.328026592731476,1.6663309633731842,Villarreal
Carlos Macià,,S,,4,,64,0,0,0,1,0,0.0231574438512325,0.0,Villarreal
Daniel Parejo,,M S,,24,,1048,0,0,0,2,0,0.1502215936779976,1.6071249833330512,Villarreal
Georges Mikautadze,,F S,,25,,1721,9,5,0,1,0,12.101384134963157,3.652227098122239,Villarreal
Gerard Moreno,,F S,,16,,972,8,0,2,0,0,5.531418967992067,2.707541406154633,Villarreal
Hugo Lopez,,M S,,2,,57,0,0,0,0,0,0.0,0.0,Villarreal
Juan Foyth,,D S,,13,,946,0,0,0,2,0,0.0737326610833406,0.0,Villarreal
Luiz Júnior,,GK,,27,,2430,0,0,0,3,0,0.0,0.0,Villarreal
Manor Solomon,,M S,,6,,129,1,1,0,0,0,0.608427070081234,0.471932552754879,Villarreal
Nicolas Pepe,,F M S,,29,,1956,5,4,0,3,0,7.339526172727346,5.517278851941228,Villarreal
Pape Alassane Gueye,,M S,,24,,1712,4,2,1,7,0,3.917699968442321,2.0485750706866384,Villarreal
Pau Navarro,,D,,18,,1537,0,0,0,3,0,0.0226786062121391,0.4357209205627441,Villarreal
Rafa Marín,,D S,,18,,1578,1,0,0,1,0,0.1980429971590638,0.6769408583641052,Villarreal
Renato Veiga,,D S,,26,,1923,0,0,0,3,1,0.1798072038218379,0.0500294882804155,Villarreal
Santiago Comesaña,,M S,,28,,1996,3,5,0,4,1,4.6401277333498,2.857183262705803,Villarreal
Santiago Mouriño,,D S,,23,,1957,1,2,0,8,1,1.1589391976594925,0.7844699025154114,Villarreal
Sergi Cardona,,D S,,24,,1537,0,3,0,4,0,0.6729642245918512,2.4115445353090763,Villarreal
Tajon Buchanan,,F M S,,28,,1531,6,1,0,7,0,2.4448173185810447,2.5965847074985504,Villarreal
Tani Oluwaseyi,,F S,,23,,602,2,1,0,1,0,3.547338616102934,1.7641931250691414,Villarreal
Thomas Partey,,M S,,19,,726,0,0,0,0,0,0.3256993256509304,0.1881933361291885,Villarreal
Yeremi Pino,,M,,2,,165,0,1,0,0,0,0.1250712722539901,0.8602673262357712,Villarreal
